recipe_ingredient_id,ingredient_id,recipe_id,quantity
512,27,49,100g
513,190,49,10g
514,42,49,1.5g
515,54,49,0.5g
516,18,49,10g
517,12,49,1g
518,208,50,30g
519,18,50,10g
520,181,50,10g
521,30,50,10g
522,134,50,20g
523,11,50,5g
524,182,50,2g
525,209,50,2g
526,210,50,30g
527,29,50,25g
528,27,50,120g
529,39,50,1g
530,22,50,250g
531,211,50,10g
532,40,50,1g
533,30,51,3g
534,134,51,10g
535,38,51,10g
536,18,51,3g
537,117,51,3g
538,19,51,1g
539,11,51,1g
540,35,51,1g
541,27,51,100g
542,30,51,3g
543,22,51,250g
544,212,51,3g
545,12,51,1g
546,190,51,7g
547,213,51,1g
548,40,51,3g
549,211,51,5g
550,214,52,40g
551,30,52,20g
552,182,52,1g
553,35,52,2g
554,190,52,40g
555,27,52,150g
556,215,52,150g
557,216,53,200g
558,88,53,100g
559,18,53,30g
560,12,53,20g
561,217,53,25g
562,218,53,25g
563,219,53,1g
564,142,53,30g
565,65,53,20g
566,149,53,20g
567,134,53,20g
568,168,53,1g
569,18,53,20g
570,85,54,200g
571,220,54,200g
572,24,54,25g
573,3,54,60g
574,18,54,50g
575,23,54,3g
576,61,54,15g
577,221,54,5g
578,46,54,20g
579,222,54,50ml
580,187,55,300g
581,149,55,40g
582,18,55,50g
583,98,55,15g
584,103,55,15g
585,13,55,15g
586,216,55,50g
587,138,55,15g
588,5,55,15g
589,64,55,1g
590,15,55,15g
591,12,55,15g
592,223,55,15g
593,224,55,15g
594,131,56,750g
595,225,56,150g
596,226,56,50g
597,17,56,60g
598,222,56,200g
599,227,57,240g
600,7,57,50g
601,12,57,15g
602,18,57,50g
603,228,57,2g
604,172,57,25g
605,168,57,1g
606,26,57,80g
607,6,57,15g
608,38,57,60g
609,229,57,15g
610,187,58,220g
611,230,58,30g
612,231,58,50g
613,75,58,20g
614,149,58,20g
615,232,58,20g
616,11,58,10g
617,18,58,25g
618,64,58,1g
619,12,58,5g
620,15,58,15g
621,126,58,15g
622,61,58,15g
623,46,58,20g
624,233,58,25g
625,146,59,200g
626,52,59,100g
627,17,59,100g
628,12,59,30g
629,234,59,50g
630,18,59,45g
631,235,59,1g
632,221,59,15g
633,5,59,15g
634,92,59,30g
635,146,60,200g
636,236,60,40g
637,46,60,30g
638,18,60,50g
639,216,60,100g
640,6,60,20g
641,172,60,25g
642,64,60,1g
643,168,60,2g
644,219,60,1g
645,128,60,25g
646,237,61,200g
647,119,61,50g
648,11,61,100g
649,23,61,1g
650,6,61,10g
651,226,61,25g
652,238,61,1g
653,92,61,30g
654,239,62,200g
655,17,62,100g
656,240,62,15g
657,64,62,1g
658,169,62,1g
659,241,62,2g
660,12,62,10g
661,234,62,25g
662,13,62,1g
663,61,62,2g
664,11,62,20g
665,242,62,25g
666,231,63,100g
667,243,63,30g
668,155,63,25g
669,2,63,25g
670,34,63,30g
671,38,64,220g
672,199,64,10g
673,108,64,25g
674,244,64,25g
675,18,64,25g
676,11,64,25g
677,64,64,3g
678,6,64,15g
679,58,64,200g
680,5,64,10g
681,245,64,15g
682,12,64,15g
683,4,64,30g
684,148,65,200g
685,212,65,100g
686,72,65,50g
687,18,65,60g
688,224,65,25g
689,64,65,1g
690,245,65,15g
691,54,65,2g
692,246,66,200g
693,92,66,15g
694,247,66,15g
695,188,66,20g
696,64,66,1g
697,3,66,60g
698,101,66,50g
699,18,66,30g
700,118,66,15g
701,92,66,10g
702,64,66,1g
703,117,66,20g
704,92,66,5g
705,98,66,15g
706,103,66,15g
707,248,66,50g
708,88,66,80g
709,249,67,40g
710,250,67,5g
711,251,67,5g
712,33,67,5g
713,221,67,3g
714,226,67,3g
715,23,67,1g
716,252,67,8g
717,13,67,3g
718,180,68,120g
719,197,68,5g
720,253,68,10g
721,7,68,20g
722,18,68,20g
723,236,68,20g
724,149,68,20g
725,192,68,30g
726,29,68,20g
727,43,68,20g
728,254,68,200g
729,255,68,200g
730,92,68,10g
731,12,68,10g
732,54,68,0.2g
733,93,68,0.1g
734,46,68,20g
735,256,68,20g
736,257,68,50g
737,258,68,10g
738,259,69,150g
739,54,69,0.3g
740,64,69,0.02g
741,126,69,20g
742,56,69,20g
743,77,69,20g
744,142,69,20g
745,63,69,10g
746,61,69,20g
747,3,69,50g
748,50,69,50g
749,38,70,150g
750,4,70,20g
751,46,70,20g
752,18,70,20g
753,24,70,20g
754,260,70,50g
755,126,70,20g
756,3,70,50g
757,254,70,400g
758,54,70,0.5g
759,261,70,50g
760,36,71,100g
761,54,71,0.3g
762,262,71,20g
763,46,71,20g
764,263,71,20g
765,101,71,50g
766,38,71,20g
767,233,71,30g
768,22,71,250g
769,18,71,20g
770,6,71,10g
771,144,72,50g
772,264,72,20g
773,6,72,10g
774,18,72,20g
775,265,72,30g
776,149,72,30g
777,54,72,0.1g
778,266,72,0.02g
779,4,72,20g
780,255,72,200g
781,12,72,10g
782,34,72,10g
783,146,72,150g
784,267,73,150g
785,54,73,0.3g
786,64,73,0.2g
787,3,73,50g
788,268,73,20g
789,269,73,20g
790,254,73,400g
791,5,73,20g
792,270,73,10g
793,271,73,20g
794,119,73,5g
795,47,73,20g
796,258,73,20g
797,258,73,20g
798,12,73,10g
799,172,73,10g
800,29,74,60g
801,6,74,10g
802,146,74,120g
803,169,74,2g
804,93,74,2g
805,5,74,20g
806,46,74,20g
807,18,74,20g
808,12,74,20g
809,11,74,10g
810,167,74,20g
811,263,74,20g
812,65,74,30g
813,54,74,0.3g
814,265,74,20g
815,272,74,20g
816,88,74,30g
817,273,74,50g
818,101,75,150g
819,274,75,10g
820,54,75,0.5g
821,64,75,0.2g
822,6,75,5g
823,275,75,10g
824,5,75,20g
825,4,75,20g
826,18,75,20g
827,46,75,20g
828,19,75,30g
829,1,75,30g
830,129,75,20g
831,101,76,60g
832,146,76,60g
833,12,76,10g
834,261,76,20g
835,64,76,0.2g
836,149,76,20g
837,50,76,20g
838,5,76,10g
839,47,76,5g
840,258,76,10g
841,179,76,5g
842,21,76,10g
843,18,76,20g
844,169,76,2g
845,237,77,150g
846,54,77,0.3g
847,173,77,20g
848,111,77,10g
849,119,77,10g
850,129,77,50g
851,172,77,20g
852,88,78,50g
853,263,78,20g
854,276,78,100g
855,142,78,10g
856,18,78,20g
857,46,78,20g
858,17,78,50g
859,255,78,400g
860,5,78,10g
861,61,78,10g
862,277,78,1장
863,64,78,0.1g
864,54,78,0.3g
865,142,78,10g
866,12,78,10g
867,278,79,50g
868,267,79,100g
869,181,79,20g
870,26,79,20g
871,149,79,20g
872,134,79,20g
873,18,79,20g
874,47,79,10g
875,58,79,20g
876,62,79,20g
877,223,79,20g
878,24,79,20g
879,56,79,10g
880,267,80,120g
881,54,80,0.5g
882,64,80,0.1g
883,119,80,5g
884,58,80,50g
885,24,80,20g
886,88,80,20g
887,87,80,20g
888,58,80,50g
889,253,80,5g
890,36,80,80g
891,279,81,100g
892,18,81,20g
893,46,81,20g
894,19,81,20g
895,36,81,50g
896,11,81,10g
897,12,81,10g
898,54,81,0.5g
899,253,81,10g
900,172,81,10g
901,119,81,5g
902,280,81,20g
903,258,81,10g
904,281,82,50g
905,282,82,100g
906,70,82,20g
907,46,82,20g
908,38,82,50g
909,126,82,10g
910,6,82,5g
911,255,82,200g
912,241,82,3알
913,4,82,30g
914,283,82,10g
915,18,82,20g
916,277,82,1장
917,29,83,대하 3마리
918,54,83,0.2g
919,284,83,100g
920,7,83,30g
921,72,83,50g
922,137,83,10g
923,4,83,50g
924,142,83,10g
925,259,84,1마리
926,46,84,30g
927,148,84,30g
928,65,84,1/2개
929,149,84,50g
930,285,84,50g
931,172,84,1/4개
932,286,84,5g
933,167,84,50g
934,92,84,30g
935,183,84,15g
936,251,85,60g
937,47,85,10g
938,287,85,0.1g
939,288,85,20g
940,111,85,200g
941,101,86,100g
942,13,86,10g
943,144,86,200g
944,289,86,30g
945,134,86,1/2개
946,18,86,30g
947,103,86,1개
948,117,86,20g
949,24,86,50g
950,290,86,20g
951,291,86,20g
952,3,86,1개
953,292,86,5장
954,138,86,20g
955,54,86,0.3g
956,15,86,5g
957,153,87,1마리
958,293,87,50g
959,150,87,1뿌리
960,147,87,3알
961,272,87,3개
962,46,87,20g
963,18,87,30g
964,24,87,50g
965,149,87,50g
966,233,87,20g
967,62,87,30g
968,259,88,1마리
969,285,88,50g
970,38,88,30g
971,18,88,20g
972,7,88,20g
973,65,88,1/2개
974,148,88,1/4개
975,46,88,30g
976,58,88,200g
977,54,88,0.2g
978,64,88,0.01g
979,294,89,1/2개
980,295,89,20g
981,296,89,20g
982,149,89,50g
983,232,89,30g
984,118,89,10g
985,18,89,30g
986,155,89,10g
987,40,89,10g
988,54,89,0.3g
989,153,90,150g
990,29,90,3마리
991,93,90,0.01g
992,54,90,0.2g
993,108,90,20g
994,12,90,20g
995,137,90,5g
996,272,90,3개
997,59,90,1개
998,218,90,1장
999,6,90,10g
1000,30,91,3개
1001,38,91,200g
1002,297,91,10g
1003,46,91,30g
1004,18,91,30g
1005,182,91,1개
1006,173,91,20g
1007,29,92,3마리
1008,187,92,50g
1009,134,92,1/2개
1010,46,92,20g
1011,199,92,3장
1012,147,92,2알
1013,126,92,100g
1014,212,92,50g
1015,92,92,20g
1016,47,92,10g
1017,5,92,10g
1018,54,92,0.2g
1019,298,93,60g
1020,299,93,80g
1021,38,93,30g
1022,283,93,15g
1023,18,93,10g
1024,46,93,8g
1025,19,93,5g
1026,22,93,700g
1027,54,93,0.75g
1028,64,93,0.3g
1029,38,94,30g
1030,181,94,15g
1031,36,94,8g
1032,95,94,5g
1033,22,94,300g
1034,300,94,5g
1035,103,94,3g
1036,301,94,3g
1037,12,94,3g
1038,54,94,0.5g
1039,302,95,50g
1040,303,95,15g
1041,12,95,1.25g
1042,64,95,0.25g
1043,15,95,0.5g
1044,33,95,40g
1045,134,95,20g
1046,37,95,20g
1047,209,95,5g
1048,103,95,12.5g
1049,189,95,10g
1050,11,95,5g
1051,197,95,0.5g
1052,22,95,300g
1053,54,95,0.5g
1054,18,95,10g
1055,12,95,2g
1056,42,95,2.5g
1057,92,95,2.5g
1058,304,95,5g
1059,13,95,5g
1060,135,96,5g
1061,6,96,10g
1062,299,96,30g
1063,180,96,50g
1064,56,96,5g
1065,58,96,50g
1066,190,96,30g
1067,72,96,15g
1068,12,96,10g
1069,18,96,10g
1070,135,96,5g
1071,12,96,5g
1072,126,96,10g
1073,305,96,90g
1074,306,97,현미 50g
1075,133,97,50g
1076,40,97,2g
1077,307,97,15g
1078,109,97,50g
1079,308,97,80g
1080,182,97,5g
1081,92,97,10g
1082,15,97,5g
1083,309,97,10g
1084,232,98,5g
1085,149,98,10g
1086,7,98,15g
1087,108,98,60g
1088,310,98,10g
1089,4,98,10g
1090,311,98,0.1g
1091,312,98,30g
1092,313,99,30g
1093,314,99,10g
1094,315,99,10g
1095,65,99,10g
1096,17,99,10g
1097,89,99,20g
1098,22,99,25g
1099,5,99,3g
1100,47,99,5g
1101,169,99,1g
1102,316,99,1g
1103,63,99,5g
1104,251,99,10g
1105,48,99,15g
1106,54,99,1g
1107,92,99,2.5g
1108,317,100,17g
1109,88,100,17g
1110,180,100,80g
1111,38,100,27g
1112,65,100,17g
1113,232,100,34g
1114,272,100,30g
1115,318,100,8g
1116,319,100,5g
1117,320,100,25g
1118,321,100,1g
1119,61,100,10g
1120,18,100,17g
1121,322,100,50g
1122,51,100,9g
1123,315,101,150g
1124,314,101,110g
1125,88,101,100g
1126,108,101,46g
1127,323,101,1g
1128,12,101,10g
1129,18,101,20g
1130,324,101,80g
1131,325,101,40g
1132,54,101,2g
1133,326,101,60g
1134,58,101,200g
1135,327,102,3g
1136,177,102,3g
1137,328,102,3g
1138,329,102,3g
1139,199,102,2g
1140,18,102,8g
1141,330,102,5g
1142,209,102,5g
1143,331,102,160g
1144,332,102,16g
1145,18,102,15g
1146,134,102,10g
1147,36,102,25g
1148,333,102,3g
1149,24,102,6g
1150,12,102,10g
1151,34,102,4g
1152,38,103,80g
1153,18,103,15g
1154,46,103,10g
1155,11,103,5g
1156,35,103,3g
1157,188,103,20g
1158,194,103,70g
1159,189,103,5g
1160,334,103,10g
1161,92,103,2g
1162,54,103,0.6g
1163,93,103,0.5g
1164,3,103,30g
1165,335,103,2g
1166,12,103,1g
1167,12,104,20g
1168,199,104,2g
1169,118,104,1g
1170,149,104,60g
1171,18,104,40g
1172,11,104,10g
1173,180,104,30g
1174,336,104,1g
1175,337,104,110g
1176,13,104,1g
1177,138,104,10g
1178,15,104,2g
1179,17,104,50g
1180,233,104,2g
1181,18,105,40g
1182,43,105,30g
1183,149,105,30g
1184,337,105,60g
1185,101,105,30g
1186,338,105,5g
1187,5,105,4g
1188,339,105,8g
1189,340,105,3g
1190,118,105,15g
1191,12,105,7g
1192,29,106,10g
1193,96,106,20g
1194,341,106,20g
1195,59,106,15g
1196,18,106,8g
1197,337,106,50g
1198,58,106,200g
1199,4,106,100g
1200,277,106,5g
1201,342,106,5g
1202,168,106,8g
1203,88,106,100g
1204,343,106,5g
1205,337,107,20g
1206,131,107,12g
1207,344,107,15g
1208,149,107,10g
1209,184,107,20g
1210,345,107,20g
1211,346,107,20g
1212,292,107,8g
1213,3,107,30g
1214,321,107,10g
1215,92,107,15g
1216,22,107,26g
1217,95,107,5g
1218,12,107,5g
1219,261,107,25g
1220,197,107,1g
1221,18,107,10g
1222,337,108,100g
1223,118,108,3g
1224,101,108,60g
1225,11,108,20g
1226,119,108,5g
1227,347,108,3g
1228,304,108,8g
1229,348,108,3g
1230,92,108,3g
1231,337,109,55g
1232,51,109,40g
1233,349,109,5g
1234,149,109,20g
1235,350,109,5g
1236,61,109,5g
1237,129,109,15g
1238,48,109,1g
1239,47,109,2g
1240,192,110,200g
1241,117,110,20g
1242,18,110,25g
1243,46,110,20g
1244,3,110,60g
1245,226,110,15g
1246,61,110,10g
1247,61,110,10g
1248,226,110,10g
1249,23,110,3g
1250,12,110,15g
1251,138,110,15g
1252,33,111,50g
1253,251,111,25g
1254,26,111,25g
1255,131,111,30g
1256,219,111,2g
1257,226,111,15g
1258,219,111,1g
1259,35,111,10g
1260,346,111,30g
1261,351,112,250g
1262,352,112,100g
1263,64,112,1g
1264,128,112,15g
1265,353,112,15g
1266,354,112,15g
1267,92,112,15g
1268,128,112,15g
1269,6,112,5g
1270,64,112,1g
1271,353,112,15g
1272,138,112,15g
1273,18,112,15g
1274,355,113,200g
1275,356,113,100g
1276,117,113,20g
1277,98,113,15g
1278,12,113,10g
1279,11,113,10g
1280,183,113,15g
1281,33,113,25g
1282,35,113,20g
1283,357,113,15g
1284,34,113,30g
1285,252,113,300g
1286,246,114,150g
1287,2,114,50g
1288,358,114,100g
1289,18,114,60g
1290,98,114,15g
1291,359,114,20g
1292,12,114,15g
1293,3,114,60g
1294,240,114,30g
1295,360,114,1g
1296,357,114,15g
1297,23,114,10g
1298,361,114,20g
1299,235,114,1g
1300,251,115,200g
1301,18,115,60g
1302,24,115,40g
1303,362,115,60g
1304,264,115,2g
1305,84,115,2g
1306,5,115,5g
1307,47,115,15g
1308,129,115,25g
1309,363,116,250g
1310,32,116,50g
1311,117,116,20g
1312,203,116,25g
1313,33,116,30g
1314,219,116,1g
1315,219,116,1g
1316,226,116,15g
1317,235,116,1g
1318,183,116,15g
1319,12,116,15g
1320,364,116,7g
1321,23,116,10g
1322,221,116,15g
1323,61,116,5g
1324,36,117,300g
1325,354,117,50g
1326,3,117,60g
1327,235,117,2g
1328,150,117,15g
1329,38,117,30g
1330,98,117,10g
1331,103,117,15g
1332,240,117,15g
1333,235,117,1g
1334,240,117,15g
1335,333,117,15g
1336,47,117,30g
1337,223,117,5g
1338,365,117,30g
1339,16,117,2g
1340,366,117,30g
1341,114,117,15g
1342,34,117,15g
1343,367,118,200g
1344,18,118,80g
1345,98,118,20g
1346,103,118,20g
1347,47,118,30g
1348,5,118,10g
1349,226,118,30g
1350,346,118,15g
1351,183,118,30g
1352,357,118,30g
1353,192,119,80g
1354,170,119,100g
1355,2,119,50g
1356,18,119,560g
1357,103,119,17g
1358,3,119,60g
1359,183,119,15g
1360,92,119,15g
1361,12,119,15g
1362,11,119,7g
1363,98,119,17g
1364,163,119,100g
1365,368,120,200g
1366,18,120,60g
1367,98,120,17g
1368,103,120,17g
1369,11,120,15g
1370,117,120,20g
