instruction_id,recipe_id,instruction_image,instruction
3,4,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00032_3.png,3. 썰어 놓은 오이에 순두부사과 소스를 넣고 버무린 후 다진 땅콩을 뿌려 마무리 한다.
1,5,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00033_2.png,"1. 북어채를 잘게 손으로 찢어 찬물에 헹구어 준비한 후 양파, 표고버섯, 사과는 채 썰고 새우는 등쪽의 두세 마디에 꼬챙이를 넣어 내장을 뺀 후 헹군다."
2,5,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00033_2.png,"2. 북어채를 잘게 손으로 찢어 찬물에 헹구어 준비한 후 양파, 표고버섯, 사과는 채 썰고 새우는 등쪽의 두세 마디에 꼬챙이를 넣어 내장을 뺀 후 헹군다."
3,5,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00033_3.png,"3. 찬물에 북어채, 새우, 표고버섯, 양파를 넣고 20분 정도 끓인 후 사과를 넣어 북어의 씁쓸한 맛을 없앤다."
5,5,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00033_5.png,5. 그릇에 담아낸다.
1,6,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00036_3.png,1. 황태는 손질하여 물에 헹궈 건져 놓고 콩나물은 다듬어 씻고 청양고추는 어슷썰기 한다.
2,6,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00036_3.png,1. 황태는 손질하여 물에 헹궈 건져 놓고 콩나물은 다듬어 씻고 청양고추는 어슷썰기 한다.
3,6,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00036_3.png,3. 황태는 손질하여 물에 헹궈 건져 놓고 콩나물은 다듬어 씻고 청양고추는 어슷썰기 한다.
4,6,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00036_4.png,4. 냄비에 물을 붓고 황태와 무를 넣고 끓인 후 육수에서 물을 건져내고 저염 된장을 푼다.
5,6,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00036_5.png,"5. 콩나물, 다진 마늘, 청양고추를 넣고 뚜껑을 덮어 김이 나게 끓여준다."
1,7,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00037_2.png,"1. 감자, 양파는 얇게 썰고 애느타리 버섯은 썰어 달궈진 팬에 굽는다."
2,7,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00037_4.png,"2. 냄비에 물을 붓고 된장을 푼 뒤 감자, 양파, 두부를 넣어 재료가 투명해지게 끓인 후 된장국의 재료를 건져서 믹서에 넣어 갈고 된장국에 넣어 한번 더 끓인다."
3,7,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00037_6.png,3. 구운 애느타리버섯과 대파를 국에 넣어 끓인 후 그릇에 담는다.
1,8,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00038_1.png,"1. 찬물에 표고버섯,머리와 내장을 제거한 멸치, 다시마, 양파를 넣어 중간 불에서 10분 정도 끓여 멸치육수를 만든다."
2,8,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00038_2.png,"2. 육수의 표고버섯 기둥, 멸치, 다시마, 양파를 건진 후 표고버섯은 편으로 썰고 청경채는 4cm 크기로 썬다."
3,8,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00038_4.png,3. 끓는 육수에 준비한 표고버섯과 청경채를 넣고 국간장으로 간을 한 후 마늘을 넣어 한소끔 끓인다.
1,9,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00095_2.png,"1. 올리브유, 식초, 설탕, 다진 마늘을 섞어 거품기로 충분히 저어주어 올리브마늘 드레싱을 만든다."
2,9,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00095_3.png,"2. 치커리는 싱싱하게 찬물에 담갔다가 물기를 뺀 후 한입 크기로 자르고, 적양배추, 양파, 당근은 곱게채를 썬다."
3,9,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00095_4.png,"3. 접시에 준비한 치커리, 적양배추, 양파, 당근을 담고 올리브마늘 드레싱을 뿌린다."
1,10,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00087_1.png,"1. 찬물이 담긴 냄비에 식초, 소금을 넣고 메추리알을 삶는다. 물이 끓어오르면 5분 정도 더 삶아 찬물에 헹군 후 껍질을 벗기고 반으로 자른다."
2,10,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00087_2.png,2. 딸기를 흐르는 물에 가볍게 씻어 꼭지를 제거한 후 물기를 빼고 반으로 자른다.
3,10,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00087_4.png,"3. 양상추는 찬물에 담갔다가 물기를 빼고 한입 크기로 찢은 후 접시에 양상추, 딸기, 블루베리, 메추리알을 담고 플레인요거트를 끼얹는다."
1,11,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00089_1.png,1. 시금치는 끓는 소금물에 데쳐 찬물에 헹구어 물기를 짜고 우유를 넣고 블렌더에 곱게 갈아 체에 거른다.
2,11,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00089_2.png,"2. 껍질 벗긴 감자는 찜기에 넣어 20분 정도 삶고 꺼내서 으깨고, 아몬드는 잘게 다지며, 치커리는 곱게 다진다."
3,11,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00089_5.png,"3. 으깬 감자, 다진 치커리, 시금치 우유소스, 설탕을 넣고 섞어 접시에 담고 아몬드, 크랜베리를 올리고 시금치우유 소스를 곁들인다."
1,12,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00091_1.png,1. 곱게 다진 양파와 오이피클은 물기를 짠다.
2,12,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00091_2.png,"2. 연두부에 다진 양파, 다진 오이피클, 올리브유, 머스터드, 후추, 꿀, 식초, 레몬즙을 넣어 두부타르타르 소스를 만든다."
3,12,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00091_5.png,3. 새송이버섯은 0.5cm 두께로 썰고 프라이팬에 노릇하게 구워준 후 접시에 새송이버섯과 치커리를 담고 소스를 곁들인다.
1,13,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00093_1.png,"1. 저염간장, 식초, 레몬즙, 설탕을 혼합하여 간장레몬 소스를 만든다."
2,13,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00093_2.png,"2. 호박, 가지, 새송이버섯은 3cm 길이로 자른 후 얇은 편으로 채 썰고, 양파, 파프리카, 피망은 호박 길이로 썬다."
3,13,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00093_3.png,"3. 가지, 호박, 새송이버섯, 양파, 파프리카, 피망에 올리브유를 바르고 달궈진 그릴 팬에 구운 후 접시에 담고 발사믹 크레타를 뿌리고 간장레몬 소스를 곁들인다."
1,14,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00094_1.png,"1. 두유에 플레인요거트와 레몬즙, 설탕을 넣고 잘 섞어 두유요거트 소스를 만든다."
2,14,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00094_4.png,2. 강낭콩은 물에 불린 후 콩과 물을 1:2.5로 넣고 20~25분 삶아 건지고 브로콜리와 컬리플라워는 한입 크기로 썰어 끓는 소금물에 살짝 데쳐 찬물에 헹궈 물기를 뺀다.
3,14,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00094_5.png,"3. 접시에 데친 브로콜리와 컬리플라워, 삶은 강낭콩, 채썬 적양파, 다진 호두, 건포도를 담고 두유요거트 소스를 곁들여 낸다."
1,15,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00108_1.jpg,1. 오렌지는 깨끗이 씻어 껍질을 벗긴다.
2,15,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00108_2.jpg,2. 당근은 깨끗이 씻어 작은 토막으로 썬다.
3,15,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00108_3.jpg,"3. 당근, 오렌지, 물(50ml)을 믹서에 곱게 간다."
4,15,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00108_4.jpg,4. 믹서에 갈아낸 주스는 고운 체로 거른다.
5,15,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00108_5.jpg,5. 주스를 살얼음이 생길 만큼 시원하게 냉동한다.
6,15,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00108_6.jpg,6. 컵에 담아 마무리한다.
1,16,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00111_1.png,"1. 잣, 아몬드, 해바라기씨, 호두, 호박씨는 다진다."
2,16,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00111_2.png,2. 끓는 물에 저염소금과 식초를 넣은 후 소면을 삶은 후 체에 건져 물기를 뺀다.
3,16,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00111_3.png,"3. 석류는 물 600g와 함께 믹서에 갈고 체에 걸러 즙을 낸다. 그릇에 면을 담고 차갑게 식힌 석류즙을 붓고 견과류, 채 썬 오이를 고명으로 올린다."
1,17,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00113_1.png,"1. 검은콩을 1시간 찬물에 담가 불린 후 삶아 익힌 후 불순물을 제거하고 흑임자, 생수, 삶은 콩, 호두를 믹서에 갈아 살엄음이 생기도록 냉동실에 넣는다."
2,17,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00113_4.png,"2. 오이는 돌려 깎아 채 썰고, 토마토는 1/8크기로 썰고, 달걀은 삶아 반으로 자른다."
3,17,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00113_6.png,"3. 실곤약은 끓는 물에 데치고 찬물에 헹궈 그릇에 담은 후 콩물을 담고 오이, 토마토, 달걀을 고명으로 올려 완성한다."
1,18,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00114_1.png,"1. 브로콜리, 숙주, 표고버섯, 닭 가슴살은 다지고 다진 닭 가슴살은 소금과 후추로 밑간 한다."
2,18,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00114_3.png,"2. 다진 채소와 닭가슴살, 참기름, 저염간장을 섞어 만두소를 만든다."
3,18,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00114_4.png,3. 준비한 만두피에 만두소를 넣은 후 만두 모양으로 빚고 만두를 찜통에 넣어 찌고 그릇에 담는다.
1,19,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00131_1.png,"1. 함초, 노루궁뎅이버섯, 다시마, 파, 양파, 무를 물에 넣어 10분 끓이고 향이 강한 모시조개와 냉이를 넣고 30분 끓인 후 간장으로 색을 낸다."
2,19,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00131_4.png,2. 소면은 따로 삶는다.
3,19,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00131_5.png,"3. 그릇에 삶은 소면을 담은 후 육수를 붓고 지단, 슬라이스한 청고추, 실고추를 올려 완성한다."
1,20,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00137_1.png,1. 두부에 쌀뜨물을 넣고 갈아준다.
2,20,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00137_2.png,2. 돼지고기는 썰고 김치는 물에 씻어 양념을 제거하고 3×3cm로 썬다.
3,20,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00137_3.png,"3. 냄비에 돼지고기와 김치를 함께 볶은 후, 망에 거른 된장과 1의 두부, 고춧가루, 청양고추, 홍고추를 넣어 끓이다가 대파를 넣어 완성한다."
1,21,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00138_1.png,"1. 김치, 베이컨, 스팸, 소시지, 양파, 두부, 무는 두께 0.5cm로 썬다."
2,21,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00138_2.png,2. 다시마와 물을 끓여 다시마물을 만든다.
3,21,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00138_3.png,"3. 냄비에 소시지, 베이컨, 두부, 스팸, 무, 우민찌, 김치, 다시마물 300g을 넣어 끓인 후 저염된장, 양파, 대파, 다진 마늘, 떡국 떡을 넣고 재료가 다 익으면 홍고추와 청양고추를 넣어 완성한다."
1,22,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00181_4.png,"1. 감자는 믹서에 갈고 양배추는 채 썰고 고기, 당근, 청양고추, 두부는 다진다."
2,22,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00181_5.png,2. 준비해둔 재료를 모두 섞고 부침가루와 계란을 넣어 반죽한다.
3,22,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00181_6.png,3. 가열된 팬에 기름을 두르고 반죽을 부어 굽고 소스를 함께 곁들인다.
1,23,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00074_1.png,1. 청양고추와 홍고추를 다져서 참기름에 살짝 볶은 후 볶은 고추에 마요네즈와 레몬즙을 넣어 소스를 만든다.
2,23,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00074_4.png,2. 돌나물은 손질하여 찬물에 담구고 새송이버섯은 달군 프라이팬에 참기름을 두르고 노릇하게 굽는다.
3,23,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00074_5.png,3. 돌나물은 물기를 빼고 구운 새송이버섯과 레몬마요네즈 소스를 넣고 버무려 접시에 담는다.
1,24,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00159_1.png,1. 배추를 소금물에 하루 동안 절인 후 물기를 빼고 석류는 즙을 낸다.
2,24,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00159_3.png,"2. 무는 채 썰고, 쪽파와 미나리는 4cm로 자른다."
3,24,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00159_4.png,"3. 무채, 미나리, 쪽파, 다진 마늘, 다진 생강, 새우젓국을 넣고 섞어 소를 만들고 절인 배추에 소를 넣고 오므려 싼다. 석류즙에 소를 채운 배추를 담가 완성한다."
1,25,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00161_1.png,"1. 발사믹 식초, 화이트와인, 다진 유자청 건더기를 넣고 졸여 소스를 만들고 대구를 손질하여 포를 뜬다."
2,25,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00161_3.png,"2. 대파, 청파프리카, 홍파프리카, 황파프리카를 채 썬다."
3,25,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00161_4.png,"3. 대구포에 밀가루를 묻혀 청파프리카, 홍파프리카, 황파프리카, 황금팽이버섯을 넣고 말아 미나리로 묶어 찐 후 소스를 뿌리고 썬 대파를 올려 완성한다."
1,26,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00162_1.png,1. 황파프리카를 갈아 체에 내리고 멥쌀로 쌀풀을 만들어 황파프리카 즙을 섞고 물엿을 첨가하여 양념을 만든다.
2,26,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00162_3.png,2. 배추를 소금물에 절이고 절인 배추를 찬물로 씻어 소금기를 뺀다.
3,26,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00162_5.png,"3. 소금기를 뺀 배추에 채썬 자색고구마, 무, 쪽파, 부추, 사과, 배를 놓고 양념을 부은 후 3일 동안 숙성시켜 완성한다."
1,27,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00193_1.png,"1. 양파와 마늘은 다져서 볶다가 토마토 과육과 설탕, 바질을 넣고 고추장을 섞어 토마토 소스를 만든다."
2,27,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00193_2.png,"2. 가지, 양송이버섯, 애호박, 사과는 썰고 살라미는 데친다."
3,27,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00193_3.png,"3. 오븐용 팬에 토마토 소스를 넓게 펴준 뒤 애호박, 가지, 양송이버섯, 살라미를 겹치게 넣고 180℃로 예열한 오븐에 넣고 30분 구워 완성한다"
1,28,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00201_1.png,"1. 간장, 레몬즙, 설탕, 다진 홍고추를 섞어 드레싱을 만든다."
2,28,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00201_2.png,"2. 민들레 잎은 4×4cm로 썰고, 비트는 채 썰고 물에 담가 색을 뺀다."
3,28,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00201_4.png,"3. 오렌지는 씻어 껍질만 발라 채 썰고 민들레 잎, 비트, 오렌지 껍질을 섞어 접시에 담고 드레싱을 곁들인다."
1,29,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00202_1.png,"1. 올리브오일, 발사믹식초, 후춧가루를 섞어 차게 식혀 드레싱을 만든다."
2,29,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00202_2.png,2. 가지와 토마토는 5mm두께로 썰고 120도 오븐에 20분 구운 후 구운 가지는 물기를 제거한다.
3,29,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00202_5.png,"3. 팬에 올리브오일을 두르고 약불에서 채 썬 마늘을 볶다가, 가지를 넣고 구운 후 접시에 토마토, 가지를 번갈아 담고 무순으로 장식하고 드레싱을 곁들인다."
1,30,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00636_1.png,1. 끓는 물에 배춧잎을 데친다.
2,30,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00636_2.png,"2. 당근, 호박, 표고버섯, 양파는 입자있게 다진다."
3,30,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00636_3.png,"3. 돼지고기를 썰어 불린 쌀, 다진 야채와 함께 밥을 짓는다."
4,30,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00636_4.png,4. 데친 배춧잎에 지어놓은 밥을 올려 돌돌만다.
5,30,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00636_5.png,5. 말아 놓은 배춧잎을 부추로 묶는다.
6,30,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00636_6.png,6. 찜통에 김이 오르면 ?번을 넣고 약 5분 정도 찐다.
1,31,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00637_1.png,1. 대추는 돌려 깍아 씨를 제거 하고 곱게 다진다.
2,31,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00637_2.png,2. 다진 소고기와 돼지고기에 대추와 소금 후춧가루를 넣고 치댄다.
3,31,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00637_3.png,"3. 애호박과 단호박, 파프리카는 입자있게 썰어 ?에 넣고 잘 치댄다."
4,31,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00637_4.png,"4. 양송이는 편으로 썰어 팬에 익히고, 인삼을 뇌두를 자르고 깨끗이 씻어 팬에 볶아 잘게 썰어 ?에 넣는다."
5,31,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00637_5.png,5. 재료가 골고루 섞인 떡갈비를 갈비 모양으로 만든다.
6,31,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00637_6.png,"6. 떡갈비를 팬에 굽고, 접시에 배춧잎을 깔고 익힌 양송이를 올리고 떡갈비를 담는다."
1,32,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00638_1.png,"1. 닭을 깨끗이 손질하고, 부위별로 자른다."
2,32,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00638_2.png,"2. 냄비에 가시오가피, 대파, 다시마, 마늘, 건새우를 넣고 은근히 끓인 후 닭을 넣고 약 20분 정도 삶아 건진 뒤 살을 찢어둔다."
3,32,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00638_3.png,"3. 양파, 오이는 채썰고 식초, 설탕,
  소금을 넣고 초절임한다"
4,32,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00638_4.png,"4. 겨자가루에 30℃ 정도의 물을 넣고
  골고루 섞어 발효시키고, 설탕, 식초,
  소금을 넣고 겨자소스를 만든다"
5,32,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00638_5.png,"5. 흰곤약과 비트, 치자가루를 섞은 곤약,
  채썬 다시마를 접시에 담는다."
6,32,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00638_6.png,"6. 양파, 오이 초절임과 닭살을 한쪽에
  담아 먹기 직전에 겨자소스를 올린다."
1,33,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00639_1.png,1. 찹쌀은 깨끗이 씻어 30분 정도 불린다
2,33,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00639_2.png,"2. 불린 찹쌀은 냄비에 넣고 질게 밥을
  한다."
3,33,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00639_3.png,"3. 닭가슴살은 넓게 펴서 소금,
  후춧가루를 뿌린다."
4,33,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00639_4.png,"4. 호박잎과 미나리는 끓는 물에 살짝
  데치고, 대추는 돌려 깎아 씨를
  제거하고 인삼은 뇌두를 제거한 뒤
  채를 썰어둔다."
5,33,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00639_5.png,5. 데친 호박잎에 닭 가슴살을 올린다.
6,33,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00639_6.png,"6. 닭 가슴살위에 찹쌀밥과 준비한 야채와
  대추를 올려 돌돌 말아 질게 된
  찹쌀밥에 넣고 약 20분 정도 더 쪄낸다."
1,34,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00640_1.png,1. 된장에 두부를 넣고 골고루 섞는다.
2,34,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00640_2.png,2. 표고버섯과 마늘은 함께 갈아둔다.
3,34,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00640_3.png,3. 미역은 충분히 불린다.
4,34,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00640_4.png,"4. 냄비에 황태채와 갈아둔 표고버섯,
  마늘을 넣고 은근히 끓여 육수를
  만든다."
5,34,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00640_5.png,"5. 곤약은 납작납작하게 썰어 끓는 물에
  데친다."
6,34,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00640_6.png,"6. 육수에서 황태를 건져 두부된장과 함께
  갈아 육수에 붓고, 미역, 곤약,
  들깨가루를 넣고 약 20분 정도 끓인 후
  액젓으로 간을 한다."
1,35,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00641_1.png,1. 훈제오리 가슴살을 슬라이스한다.
2,35,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00641_2.png,2. 슬라이스한 훈제오리는 팬에 굽는다.
3,35,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00641_3.png,3. 양파는 채썰고 찬물에 담근 뒤 건진다.
4,35,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00641_4.png,"4. 레디쉬는 채썰고 찬물에 담근 뒤
  건진다."
5,35,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00641_5.png,5. 먹기 직전에 발사믹소스를 만든다.
6,35,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00641_6.png,"6. 접시에 훈제오리와 양파채, 레디쉬,
  블루베리를 담고 발사믹소스를
  올린다."
1,36,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00642_1.png,"1. 훈제오리 가슴살은 올리브오일,
  로즈마리, 후춧가루로
  마리네이드한다."
2,36,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00642_2.png,"2. 새송이버섯은 편으로 썰고 팬에
  굽는다."
3,36,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00642_3.png,3. 오렌지는 슬라이스로 썬다.
4,36,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00642_4.png,4. 땅콩과 파슬리는 입자있게 다진다.
5,36,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00642_5.png,"5. 마리네이드한 오리 고기를 구워 접시에
  담는다."
6,36,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00642_6.png,"6. 유자청에 땅콩, 파슬리가루를 넣고
  소스를 만들고, 구워진 오리고기
  사이에 오렌지 슬라이스를 넣고
  유자청소스를 올린다."
1,37,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00643_1.png,"1. 전복은 수저로 떼어내어 소금으로 비벼
  깨끗이 씻는다."
2,37,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00643_2.png,"2. 시금치는 데쳐 다지고, 새우는 껍질을
  벗겨 전복, 해초와 함께 다진다."
3,37,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00643_3.png,3. ?번을 잘 섞어 전복 껍질에 넣는다.
4,37,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00643_4.png,"4. 찜통에 김이 오르면 속을 채운 전복
  껍질을 넣고 약 10분 정도 찐다."
5,37,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00643_5.png,"5. 저염간장, 레몬, 설탕, 다진마늘을
  넣고 살짝 끓여 소스를 만든다."
6,37,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00643_6.png,"6. 간장소스에 전분을 풀어 농도를
  맞추고, 전복찜에 여러번 바르고
  식용꽃을 올린다."
1,38,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00644_1.png,"1. 검은콩은 깨끗이 씻어 약 12시간 정도
  충분히 불린다."
2,38,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00644_2.png,"2. 불린 검은콩은 20분 정도 삶아 깨끗이
  씻는다."
3,38,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00644_3.png,"3. 삶은 검은콩은 믹서기에 곱게 갈아
  차갑게 식힌다."
4,38,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00644_4.png,"4. 오이는 씨를 제거하고 깨끗이 씻어
  채썬다."
5,38,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00644_5.png,"5. 물을 끓여 메밀면을 삶고, 찬물에
  여러번 헹구어 건져 물기를 뺀다."
